retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,rank,candidate,candidate_description,similarity_score,vetoed_by,record_overruled_gate,review_flag,same_content_words
3002102190,1,imports,199712,40116460.00,"Blood albumin nes, of animal origin, for parenteral administration in humans",11,3002100059,"Blood fractions, nes",0.2796,,,,no
3002102190,1,imports,199712,40116460.00,"Blood albumin nes, of animal origin, for parenteral administration in humans",12,3002100090,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",0.1961,continuity,,,no
3002102190,1,imports,199712,40116460.00,"Blood albumin nes, of animal origin, for parenteral administration in humans",13,3002100060,Modified immunological products,0.1714,continuity,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",1,3002100051,"Blood fractions, nes, for use in humans",1.0000,,,,yes
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",2,3002100059,"Blood fractions, nes",0.6786,,,basket contents,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",3,3002100021,"Blood plasma, for therapeutic or prophylactic use in humans",0.5474,,,swapped term,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",4,3002100010,"Antisera & o blood fractions, human origin, for diagnostic use",0.5263,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",5,3002100049,"Blood albumin nes, of animal origin, for parenteral administration in humans",0.5225,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",6,3002100029,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",0.5133,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",7,3002100030,"Antisera & o blood fractions, of human origin, for other uses",0.5106,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",8,3002100041,"Bovine albumin, for parenteral administration in humans",0.4615,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",9,3002100022,"Normal serum globulin, for therapeutic or prophylactic use in humans",0.4423,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",10,3002100023,"Immune serum globulin, for therapeutic or prophylactic use in humans",0.4423,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",11,3002100042,"Sera and antisera, of animal origin, for parenteral administration in humans",0.4144,,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",12,3002100090,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",0.3103,continuity,,,no
3002102910,1,imports,199712,955745.00,"Blood fractions, nes, for use in humans",13,3002100060,Modified immunological products,0.2059,continuity,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",1,3002100051,"Blood fractions, nes, for use in humans",0.9067,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",2,3002102910,"Blood fractions, nes, for use in humans",0.9067,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",3,3002100059,"Blood fractions, nes",0.6667,continuity,,basket contents,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",4,3002102990,"Blood fractions, nes",0.6667,,,basket contents,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",5,3002100030,"Antisera & o blood fractions, of human origin, for other uses",0.5474,continuity,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",6,3002101090,"Antisera & o blood fractions, of human origin, for other uses",0.5474,,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",7,3002100010,"Antisera & o blood fractions, human origin, for diagnostic use",0.5208,continuity,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",8,3002101010,"Antisera & o blood fractions, human origin, for diagnostic use",0.5208,,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",9,3002100021,"Blood plasma, for therapeutic or prophylactic use in humans",0.4792,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",10,3002101021,"Blood plasma, for therapeutic or prophylactic use in humans",0.4792,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",11,3002100029,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",0.4561,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",12,3002101029,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",0.4561,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",13,3002100049,"Blood albumin nes, of animal origin, for parenteral administration in humans",0.4107,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",14,3002102190,"Blood albumin nes, of animal origin, for parenteral administration in humans",0.4107,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",15,3002100041,"Bovine albumin, for parenteral administration in humans",0.3913,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",16,3002102110,"Bovine albumin, for parenteral administration in humans",0.3913,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",17,3002100022,"Normal serum globulin, for therapeutic or prophylactic use in humans",0.3810,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",18,3002100023,"Immune serum globulin, for therapeutic or prophylactic use in humans",0.3810,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",19,3002101022,"Normal serum globulin, for therapeutic or prophylactic use in humans",0.3810,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",20,3002101023,"Immune serum globulin, for therapeutic or prophylactic use in humans",0.3810,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",21,3002100090,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",0.3077,continuity,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",22,3002100042,"Sera and antisera, of animal origin, for parenteral administration in humans",0.2500,continuity;use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",23,3002102120,"Sera and antisera, of animal origin, for parenteral administration in humans",0.2500,use,,,no
3002102920,1,imports,199104,77143.00,"Blood fractions, nes, for use in animals",24,3002100060,Modified immunological products,0.2029,continuity,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",1,3002100059,"Blood fractions, nes",1.0000,,,,yes
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",2,3002100051,"Blood fractions, nes, for use in humans",0.6786,,,basket contents,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",3,3002100030,"Antisera & o blood fractions, of human origin, for other uses",0.5000,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",4,3002100010,"Antisera & o blood fractions, human origin, for diagnostic use",0.4675,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",5,3002100029,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",0.4000,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",6,3002100090,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",0.3673,continuity,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",7,3002100021,"Blood plasma, for therapeutic or prophylactic use in humans",0.3636,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",8,3002100041,"Bovine albumin, for parenteral administration in humans",0.3014,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",9,3002100049,"Blood albumin nes, of animal origin, for parenteral administration in humans",0.3011,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",10,3002100060,Modified immunological products,0.2800,continuity,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",11,3002100022,"Normal serum globulin, for therapeutic or prophylactic use in humans",0.2558,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",12,3002100023,"Immune serum globulin, for therapeutic or prophylactic use in humans",0.2558,,,,no
3002102990,1,imports,199712,26422139.00,"Blood fractions, nes",13,3002100042,"Sera and antisera, of animal origin, for parenteral administration in humans",0.1935,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,1,3002120029,"Animal antisera and other animal blood fractions, nes",0.4000,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,2,3002120011,"Human antisera and other human blood fractions, for diagnostic use",0.3871,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,3,3002120019,"Human antisera and other human blood fractions, nes",0.3846,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,4,3002900090,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",0.3519,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,5,3002120021,"Animal antisera and other animal blood fractions, for use in humans",0.3404,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,6,3002490020,Toxins and similar products,0.3273,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,7,3002120012,"Human blood plasma, for therapeutic/prophylactic/other uses",0.3256,purpose,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,8,3002150000,"Immunological products, put up in measured doses/forms/packings, for retail sale",0.3019,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,9,3002130000,"Immunological products, unmixed, not put up in measured doses/forms/packings frs",0.2830,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,10,3002410010,"Vaccines, for against influenza virus, human medicine",0.2785,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,11,3002140000,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",0.2593,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,12,3002420090,"Vaccines, veterinary use, nes",0.2545,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,13,3002410090,"Vaccines, o/t for against influenza virus, human medicine, nes",0.2529,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,14,3002900030,Dried blood of animal origin,0.2500,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,15,3002120013,"Human immune globulin, for therapeutic/prophylactic/other uses",0.2472,purpose,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,16,3002900020,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",0.2222,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,17,3002490010,"Cultures, of micro-organisms (excluding yeasts) and similar products",0.2151,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,18,3002490090,"Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",0.1923,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,19,3002420010,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,0.1852,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,20,3002900040,Whole human blood,0.1778,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,21,3002590000,"Cell cultures, whether or not modified, nes",0.1739,,,,no
3002110000,1,imports,202112,3361952.00,Malaria diagnostic test kits,22,3002510000,"Cell therapy products, whether or not modified",0.1370,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",1,3002150000,"Immunological products, put up in measured doses/forms/packings, for retail sale",0.5000,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2,3002140000,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",0.4557,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",3,3002130000,"Immunological products, unmixed, not put up in measured doses/forms/packings frs",0.4359,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",4,3002510000,"Cell therapy products, whether or not modified",0.4065,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",5,3002590000,"Cell cultures, whether or not modified, nes",0.3866,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",6,3002120013,"Human immune globulin, for therapeutic/prophylactic/other uses",0.3453,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",7,3002120021,"Animal antisera and other animal blood fractions, for use in humans",0.3194,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",8,3002120012,"Human blood plasma, for therapeutic/prophylactic/other uses",0.3088,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",9,3002120011,"Human antisera and other human blood fractions, for diagnostic use",0.2937,,,,no
3002190000,1,imports,202112,1629159701.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",10,3002420010,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,0.2658,,,,no
