uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3002200010-198802,"3002.20.00.10 - Vaccines against influenza virus, for human use (Terminated 2021-12)",IM-3002200010-198802,2,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",1988-02,2021-12,active,,2022-01,2026-06
IMR-3002200020-198801,"3002.20.00.20 - Vaccines against rubella (german measles), for human use (Terminated 2011-12)",IM-3002200020-198801,1,3002.20.00.20,"Vaccines against rubella (german measles), for human use",1988-01,2011-12,succeeded,3002.20.00.90,1988-01,2011-12
IMR-3002200020-198801,"3002.20.00.20 - Vaccines against rubella (german measles), for human use (Terminated 2011-12)",IM-3002200020-198801,2,3002.20.00.90,"Vaccines, not elsewhere specified, for human medicine",1988-01,2011-12,succeeded,3002.41.00.90,1988-01,2021-12
IMR-3002200020-198801,"3002.20.00.20 - Vaccines against rubella (german measles), for human use (Terminated 2011-12)",IM-3002200020-198801,3,3002.41.00.90,"Vaccines, other than for against influenza virus, human medicine, not elsewhere specified",1988-01,2011-12,active,,2022-01,2026-06
IMR-3002200030-198801,"3002.20.00.30 - Vaccines against rabies, for human use (Terminated 2011-12)",IM-3002200020-198801,1,3002.20.00.30,"Vaccines against rabies, for human use",1988-01,2011-11,succeeded,3002.20.00.90,1988-01,2011-11
IMR-3002200030-198801,"3002.20.00.30 - Vaccines against rabies, for human use (Terminated 2011-12)",IM-3002200020-198801,2,3002.20.00.90,"Vaccines, not elsewhere specified, for human medicine",1988-01,2011-11,succeeded,3002.41.00.90,1988-01,2021-12
IMR-3002200030-198801,"3002.20.00.30 - Vaccines against rabies, for human use (Terminated 2011-12)",IM-3002200020-198801,3,3002.41.00.90,"Vaccines, other than for against influenza virus, human medicine, not elsewhere specified",1988-01,2011-11,active,,2022-01,2026-06
IMR-3002200090-198801,"3002.20.00.90 - Vaccines, nes, for human medicine (Terminated 2021-12)",IM-3002200020-198801,1,3002.20.00.90,"Vaccines, not elsewhere specified, for human medicine",1988-01,2021-12,succeeded,3002.41.00.90,1988-01,2021-12
IMR-3002200090-198801,"3002.20.00.90 - Vaccines, nes, for human medicine (Terminated 2021-12)",IM-3002200020-198801,2,3002.41.00.90,"Vaccines, other than for against influenza virus, human medicine, not elsewhere specified",1988-01,2021-12,active,,2022-01,2026-06
IMR-3002300010-199801,3002.30.00.10 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 2021-12),IM-3002391000-198801,1,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepared for parenteral administration; bovi intrnsl vacc,1998-01,2021-12,succeeded,3002.42.00.10,1998-01,2021-12
IMR-3002300010-199801,3002.30.00.10 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 2021-12),IM-3002391000-198801,2,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepared for parenteral administration;bovi intrnsl vacc,1998-01,2021-12,active,,2022-01,2026-06
IMR-3002300090-199801,"3002.30.00.90 - Vaccines, veterinary use, nes (Terminated 2021-12)",IM-3002310000-198801,1,3002.30.00.90,"Vaccines, veterinary use, not elsewhere specified",1998-01,2021-12,succeeded,3002.42.00.90,1998-01,2021-12
IMR-3002300090-199801,"3002.30.00.90 - Vaccines, veterinary use, nes (Terminated 2021-12)",IM-3002310000-198801,2,3002.42.00.90,"Vaccines, veterinary use, not elsewhere specified",1998-01,2021-12,active,,2022-01,2026-06
IMR-3002301000-199601,3002.30.10.00 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 1997-12),IM-3002391000-198801,1,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepared for parenteral administration; bovi intrnsl vacc,1996-01,1997-12,succeeded,3002.30.00.10,1996-01,1997-12
IMR-3002301000-199601,3002.30.10.00 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 1997-12),IM-3002391000-198801,2,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepared for parenteral administration; bovi intrnsl vacc,1996-01,1997-12,succeeded,3002.42.00.10,1998-01,2021-12
IMR-3002301000-199601,3002.30.10.00 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 1997-12),IM-3002391000-198801,3,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepared for parenteral administration;bovi intrnsl vacc,1996-01,1997-12,active,,2022-01,2026-06
IMR-3002309000-199601,"3002.30.90.00 - Vaccines, veterinary use, nes (Terminated 1997-12)",IM-3002310000-198801,1,3002.30.90.00,"Vaccines, veterinary use, not elsewhere specified",1996-01,1997-12,succeeded,3002.30.00.90,1996-01,1997-12
IMR-3002309000-199601,"3002.30.90.00 - Vaccines, veterinary use, nes (Terminated 1997-12)",IM-3002310000-198801,2,3002.30.00.90,"Vaccines, veterinary use, not elsewhere specified",1996-01,1997-12,succeeded,3002.42.00.90,1998-01,2021-12
IMR-3002309000-199601,"3002.30.90.00 - Vaccines, veterinary use, nes (Terminated 1997-12)",IM-3002310000-198801,3,3002.42.00.90,"Vaccines, veterinary use, not elsewhere specified",1996-01,1997-12,active,,2022-01,2026-06
IMR-3002310000-198801,"3002.31.00.00 - Vaccines against foot or mouth disease, veterinary use (Terminated 1995-12)",IM-3002310000-198801,1,3002.31.00.00,"Vaccines against foot or mouth disease, veterinary use",1988-01,1995-07,succeeded,3002.30.90.00,1988-01,1995-07
IMR-3002310000-198801,"3002.31.00.00 - Vaccines against foot or mouth disease, veterinary use (Terminated 1995-12)",IM-3002310000-198801,2,3002.30.90.00,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-07,succeeded,3002.30.00.90,1996-01,1997-12
IMR-3002310000-198801,"3002.31.00.00 - Vaccines against foot or mouth disease, veterinary use (Terminated 1995-12)",IM-3002310000-198801,3,3002.30.00.90,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-07,succeeded,3002.42.00.90,1998-01,2021-12
IMR-3002310000-198801,"3002.31.00.00 - Vaccines against foot or mouth disease, veterinary use (Terminated 1995-12)",IM-3002310000-198801,4,3002.42.00.90,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-07,active,,2022-01,2026-06
IMR-3002391000-198801,"3002.39.10.00 - Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine (Terminated 1995-12)",IM-3002391000-198801,1,3002.39.10.00,"Vaccines not elsewhere specified, prepared for parenteral administration in animal; bovine intranasal vaccine",1988-01,1995-12,succeeded,3002.30.10.00,1988-01,1995-12
IMR-3002391000-198801,"3002.39.10.00 - Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine (Terminated 1995-12)",IM-3002391000-198801,2,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepared for parenteral administration; bovi intrnsl vacc,1988-01,1995-12,succeeded,3002.30.00.10,1996-01,1997-12
IMR-3002391000-198801,"3002.39.10.00 - Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine (Terminated 1995-12)",IM-3002391000-198801,3,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepared for parenteral administration; bovi intrnsl vacc,1988-01,1995-12,succeeded,3002.42.00.10,1998-01,2021-12
IMR-3002391000-198801,"3002.39.10.00 - Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine (Terminated 1995-12)",IM-3002391000-198801,4,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepared for parenteral administration;bovi intrnsl vacc,1988-01,1995-12,active,,2022-01,2026-06
IMR-3002399000-198801,"3002.39.90.00 - Vaccines, veterinary use, nes (Terminated 1995-12)",IM-3002310000-198801,1,3002.39.90.00,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-12,succeeded,3002.30.90.00,1988-01,1995-12
IMR-3002399000-198801,"3002.39.90.00 - Vaccines, veterinary use, nes (Terminated 1995-12)",IM-3002310000-198801,2,3002.30.90.00,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-12,succeeded,3002.30.00.90,1996-01,1997-12
IMR-3002399000-198801,"3002.39.90.00 - Vaccines, veterinary use, nes (Terminated 1995-12)",IM-3002310000-198801,3,3002.30.00.90,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-12,succeeded,3002.42.00.90,1998-01,2021-12
IMR-3002399000-198801,"3002.39.90.00 - Vaccines, veterinary use, nes (Terminated 1995-12)",IM-3002310000-198801,4,3002.42.00.90,"Vaccines, veterinary use, not elsewhere specified",1988-01,1995-12,active,,2022-01,2026-06
IMR-3002410010-202201,"3002.41.00.10 - Vaccines, for against influenza virus, human medicine",IM-3002200010-198802,1,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002410090-202201,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",IM-3002200020-198801,1,3002.41.00.90,"Vaccines, other than for against influenza virus, human medicine, not elsewhere specified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002420010-202201,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,IM-3002391000-198801,1,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepared for parenteral administration;bovi intrnsl vacc,2022-01,2026-06,active,,2022-01,2026-06
IMR-3002420090-202201,"3002.42.00.90 - Vaccines, veterinary use, nes",IM-3002310000-198801,1,3002.42.00.90,"Vaccines, veterinary use, not elsewhere specified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002490010-202201,"3002.49.00.10 - Cultures, of micro-organisms (excluding yeasts) and similar products",IM-3002900050-201701,1,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002490020-202201,3002.49.00.20 - Toxins and similar products,IM-3002901010-198801,1,3002.49.00.20,Toxins and similar products,2022-01,2026-06,active,,2022-01,2026-06
IMR-3002490090-202201,"3002.49.00.90 - Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",IM-3002490090-202201,1,3002.49.00.90,"Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,not elsewhere specified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002510000-202201,"3002.51.00.00 - Cell therapy products, whether or not modified",IM-3002510000-202201,1,3002.51.00.00,"Cell therapy products, whether or not modified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002590000-202201,"3002.59.00.00 - Cell cultures, whether or not modified, nes",IM-3002590000-202201,1,3002.59.00.00,"Cell cultures, whether or not modified, not elsewhere specified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002900010-201701,"3002.90.00.10 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates (Terminated 2021-12)",IM-3002901010-198801,1,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2017-01,2021-12,succeeded,3002.49.00.20,2017-01,2021-12
IMR-3002900010-201701,"3002.90.00.10 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates (Terminated 2021-12)",IM-3002901010-198801,2,3002.49.00.20,Toxins and similar products,2017-01,2021-12,active,,2022-01,2026-06
IMR-3002900011-199801,3002.90.00.11 - Ricin (Terminated 2016-12),IM-3002901010-198801,1,3002.90.00.11,Ricin,1998-01,2016-09,succeeded,3002.90.00.10,1998-01,2016-09
IMR-3002900011-199801,3002.90.00.11 - Ricin (Terminated 2016-12),IM-3002901010-198801,2,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",1998-01,2016-09,succeeded,3002.49.00.20,2017-01,2021-12
IMR-3002900011-199801,3002.90.00.11 - Ricin (Terminated 2016-12),IM-3002901010-198801,3,3002.49.00.20,Toxins and similar products,1998-01,2016-09,active,,2022-01,2026-06
IMR-3002900012-200003,3002.90.00.12 - Saxitoxin (Terminated 2016-12),IM-3002901010-198801,1,3002.90.00.12,Saxitoxin,2000-03,2016-10,succeeded,3002.90.00.10,2000-03,2016-10
IMR-3002900012-200003,3002.90.00.12 - Saxitoxin (Terminated 2016-12),IM-3002901010-198801,2,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2000-03,2016-10,succeeded,3002.49.00.20,2017-01,2021-12
IMR-3002900012-200003,3002.90.00.12 - Saxitoxin (Terminated 2016-12),IM-3002901010-198801,3,3002.49.00.20,Toxins and similar products,2000-03,2016-10,active,,2022-01,2026-06
IMR-3002900019-199801,"3002.90.00.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 2016-12)",IM-3002901010-198801,1,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, not elsewhere specified",1998-01,2016-12,succeeded,3002.90.00.10,1998-01,2016-12
IMR-3002900019-199801,"3002.90.00.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 2016-12)",IM-3002901010-198801,2,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",1998-01,2016-12,succeeded,3002.49.00.20,2017-01,2021-12
IMR-3002900019-199801,"3002.90.00.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 2016-12)",IM-3002901010-198801,3,3002.49.00.20,Toxins and similar products,1998-01,2016-12,active,,2022-01,2026-06
IMR-3002900020-199801,3002.90.00.20 - Butter-making ferment cultures,IM-3002901020-198801,1,3002.90.00.20,Butter-making ferment cultures,1998-01,2016-12,succeeded,3002.90.00.90,1998-01,2016-12
IMR-3002900020-199801,3002.90.00.20 - Butter-making ferment cultures,IM-3002901020-198801,2,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",1998-01,2016-12,active,,2017-01,2026-06
IMR-3002900020-202201,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",IM-3002900020-202201,1,3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002900030-199802,3002.90.00.30 - Dried blood of animal origin,IM-3002901040-198801,1,3002.90.00.30,Dried blood of animal origin,1998-02,2026-06,active,,1998-02,2026-06
IMR-3002900040-201701,3002.90.00.40 - Whole human blood,IM-3002909020-199104,1,3002.90.00.40,Whole human blood,2017-01,2026-06,active,,2017-01,2026-06
IMR-3002900050-201701,3002.90.00.50 - Micro-organisms cultures (Terminated 2021-12),IM-3002900050-201701,1,3002.90.00.50,Micro-organisms cultures,2017-01,2021-12,succeeded,3002.49.00.10,2017-01,2021-12
IMR-3002900050-201701,3002.90.00.50 - Micro-organisms cultures (Terminated 2021-12),IM-3002900050-201701,2,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",2017-01,2021-12,active,,2022-01,2026-06
IMR-3002900090-201701,"3002.90.00.90 - Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",IM-3002901020-198801,1,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",2017-01,2021-12,active,,2017-01,2026-06
IMR-3002900090-202201,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",IM-3002901020-198801,1,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",2022-01,2026-06,active,,2022-01,2026-06
IMR-3002900091-199801,3002.90.00.91 - Bacteria culture inoculants for seeds (Terminated 2016-12),IM-3002901020-198801,1,3002.90.00.91,"Bacteria culture inoculants, for seeds",1998-01,2001-12,succeeded,3002.90.00.90,1998-01,2016-12
IMR-3002900091-199801,3002.90.00.91 - Bacteria culture inoculants for seeds (Terminated 2016-12),IM-3002901020-198801,2,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",1998-01,2001-12,active,,2017-01,2026-06
IMR-3002900091-200201,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",IM-3002901020-198801,1,3002.90.00.91,"Bacteria culture inoculants, for seeds",2002-01,2016-12,succeeded,3002.90.00.90,2002-01,2016-12
IMR-3002900091-200201,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",IM-3002901020-198801,2,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",2002-01,2016-12,active,,2017-01,2026-06
IMR-3002900092-199801,3002.90.00.92 - Whole human blood (Terminated 2016-12),IM-3002909020-199104,1,3002.90.00.92,Whole human blood,1998-01,2016-12,succeeded,3002.90.00.40,1998-01,2016-12
IMR-3002900092-199801,3002.90.00.92 - Whole human blood (Terminated 2016-12),IM-3002909020-199104,2,3002.90.00.40,Whole human blood,1998-01,2016-12,active,,2017-01,2026-06
IMR-3002900093-199802,3002.90.00.93 - Antiallergenic preparations of microbial origin (Terminated 2016-12),IM-3002901020-198801,1,3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02,2016-12,succeeded,3002.90.00.90,1998-02,2016-12
IMR-3002900093-199802,3002.90.00.93 - Antiallergenic preparations of microbial origin (Terminated 2016-12),IM-3002901020-198801,2,3002.90.00.90,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",1998-02,2016-12,active,,2017-01,2026-06
IMR-3002900099-199801,"3002.90.00.99 - Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes (Terminated 2016-12)",IM-3002901020-198801,1,3002.90.00.99,"Human blood;animal blood therapeutic/prophylactic/diagnostic uses;toxins,micro-organisms culture,not elsewhere specified",1998-01,2011-12,succeeded,3002.90.00.90,1998-01,2016-12
