uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3004200069-198801,"3004.20.00.69 - Antibiotics, nes, for human use, in dosage (Terminated 2011-12)",3004.20.00.69,"Antibiotics, not elsewhere specified, for human use, in dosage",1988-01,2011-12,IM-3004200010-198801,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0179,IM_0089
IMR-3004200070-198801,"3004.20.00.70 - Antibiotics, nes, for vet use, in dosage (Terminated 1988-12)",3004.20.00.70,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",1988-01,1988-12,IM-3004200070-198801,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.90,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0180,IM_0109
IMR-3004200071-198901,"3004.20.00.71 - Ivermectin, for vet use, in dosage (Terminated 2011-12)",3004.20.00.71,"Ivermectin, for veterinary use, in dosage",1989-01,2001-12,IM-3004200071-198901,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",3004.20.00.80,"Medicaments,containing ivermectin,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0181,IM_0110
IMR-3004200071-200201,"3004.20.00.71 - Ivermectin, for veterinary use, in dosage (Terminated 2011-12)",3004.20.00.71,"Ivermectin, for veterinary use, in dosage",2002-01,2011-12,IM-3004200071-198901,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",3004.20.00.80,"Medicaments,containing ivermectin,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0182,IM_0110
IMR-3004200079-198901,"3004.20.00.79 - Antibiotics, nes, for vet use, in dosage (Terminated 2011-12)",3004.20.00.79,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",1989-01,2001-12,IM-3004200070-198801,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.90,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0183,IM_0109
IMR-3004200079-200201,"3004.20.00.79 - Antibiotics, nes, for veterinary use, in dosage (Terminated 2011-12)",3004.20.00.79,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",2002-01,2011-12,IM-3004200070-198801,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.90,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0184,IM_0109
IMR-3004200080-201201,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",3004.20.00.80,"Medicaments,containing ivermectin,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004200071-198901,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",3004.20.00.80,"Medicaments,containing ivermectin,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0185,IM_0110
IMR-3004200090-201201,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.90,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,IM-3004200070-198801,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",3004.20.00.90,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0186,IM_0109
IMR-3004310000-201201,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0187,IM_0113
IMR-3004310010-199801,"3004.31.00.10 - Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos (Terminated 2011-12)",3004.31.00.10,"Insulin, whether or not mixed with zinc, globin or protamine, prepared for parenteral administration, in dosage",1998-01,2001-12,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0188,IM_0113
IMR-3004310010-200201,"3004.31.00.10 - Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage (Terminated 2011-12)",3004.31.00.10,"Insulin, whether or not mixed with zinc,globin or protamine, prepared for parenteral administration,in dosage",2002-01,2011-12,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0189,IM_0113
IMR-3004310090-199801,"3004.31.00.90 - Insulin, nes, for human use, in dosage (Terminated 2011-12)",3004.31.00.90,"Insulin, not elsewhere specified, for human use, in dosage",1998-01,2011-12,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0190,IM_0113
IMR-3004311000-198801,"3004.31.10.00 - Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos (Terminated 1997-12)",3004.31.10.00,"Insulin, whether or not mixed with zinc, globin or protamine, prepared for parenteral administration, in dosage",1988-01,1997-12,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0191,IM_0113
IMR-3004319900-198801,"3004.31.99.00 - Insulin, nes, for human use, in dosage (Terminated 1997-12)",3004.31.99.00,"Insulin, not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004311000-198801,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",3004.31.00.00,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0192,IM_0113
IMR-3004320000-201201,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0193,IM_0116
IMR-3004320010-199803,"3004.32.00.10 - Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 2001-12)",3004.32.00.10,"Adrenal cortical hormone, containing more than 23% of abs ethyl alc by vol, in dosage",1998-03,2001-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0194,IM_0116
IMR-3004320011-200201,"3004.32.00.11 - Hydrocortisone, for human use, in dosage (Terminated 2011-12)",3004.32.00.11,"Hydrocortisone, for human use, in dosage",2002-01,2011-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0195,IM_0116
IMR-3004320019-200201,"3004.32.00.19 - Medicaments containing corticosteroid hormones, for human use, nes (Terminated 2011-12)",3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, not elsewhere specified",2002-01,2011-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0196,IM_0116
IMR-3004320020-200201,"3004.32.00.20 - Corticosteriod hormones, for veterinary use, in dosage (Terminated 2011-12)",3004.32.00.20,"Corticosteriod hormones, for veterinary use, in dosage",2002-01,2011-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0197,IM_0116
IMR-3004320081-199801,"3004.32.00.81 - Hydrocortisone, for human use, in dosage (Terminated 2001-12)",3004.32.00.81,"Hydrocortisone, for human use, in dosage",1998-01,2001-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0198,IM_0116
IMR-3004320082-200011,"3004.32.00.82 - Betamethasone, for human use, in dosage (Terminated 2001-12)",3004.32.00.82,"Betamethasone, for human use, in dosage",2000-11,2001-11,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0199,IM_0116
IMR-3004320089-199801,"3004.32.00.89 - Adrenal cortical hormones, nes, for human use, in dosage (Terminated 2001-12)",3004.32.00.89,"Adrenal cortical hormones, not elsewhere specified, for human use, in dosage",1998-01,2001-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0200,IM_0116
IMR-3004320090-199801,"3004.32.00.90 - Adrenal cortical hormones, for vet use, in dosage (Terminated 2001-12)",3004.32.00.90,"Adrenal cortical hormones, for veterinary use, in dosage",1998-01,2001-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0201,IM_0116
IMR-3004321000-198906,"3004.32.10.00 - Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",3004.32.10.00,"Adrenal cortical hormone, containing more than 23% of abs ethyl alc by vol, in dosage",1989-06,1997-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0202,IM_0116
IMR-3004329011-198801,"3004.32.90.11 - Hydrocortisone, for human use, in dosage (Terminated 1997-12)",3004.32.90.11,"Hydrocortisone, for human use, in dosage",1988-01,1997-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0203,IM_0116
IMR-3004329012-198803,"3004.32.90.12 - Betamethasone, for human use, in dosage (Terminated 1997-12)",3004.32.90.12,"Betamethasone, for human use, in dosage",1988-03,1997-06,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0204,IM_0116
IMR-3004329019-198801,"3004.32.90.19 - Adrenal cortical hormones, nes, for human use, in dosage (Terminated 1997-12)",3004.32.90.19,"Adrenal cortical hormones, not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0205,IM_0116
IMR-3004329020-198802,"3004.32.90.20 - Adrenal cortical hormones, for vet use, in dosage (Terminated 1997-12)",3004.32.90.20,"Adrenal cortical hormones, for veterinary use, in dosage",1988-02,1997-12,IM-3004329011-198801,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",3004.32.00.00,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0206,IM_0116
IMR-3004390010-199801,"3004.39.00.10 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 2011-12)",3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepared for parenteral administration in human, in dosage",1998-01,2011-12,IM-3004391000-198802,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",3004.39.00.11,"Medicaments,containing epinephrine/solutions/pituitary extracts,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0207,IM_0125
IMR-3004390011-201201,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",3004.39.00.11,"Medicaments,containing epinephrine/solutions/pituitary extracts,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004391000-198802,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",3004.39.00.11,"Medicaments,containing epinephrine/solutions/pituitary extracts,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0208,IM_0125
IMR-3004390012-201201,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",3004.39.00.12,"Medicaments,containing anterior pituitary hormones,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-05,IM-3004399910-198801,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",3004.39.00.12,"Medicaments,containing anterior pituitary hormones,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0209,IM_0127
